flightId,airlineName,flightCode,departureAirportCode,arrivalAirportCode,departureTime,arrivalTime,durationMinutes,price
3773,EuroWings,EU,MSQ,SLD,2025-09-13 07:53:00,2025-09-13 09:20:00,87,96.02
3774,SkyBridge,SK,RMO,SPU,2025-09-21 14:03:00,2025-09-21 17:42:00,219,320.11
3775,CloudJet,CL,SZG,SLD,2025-09-08 18:46:00,2025-09-08 21:56:00,190,260.81
3776,NubeAir,NU,LED,DME,2025-10-20 02:25:00,2025-10-20 07:16:00,291,57.13
3777,Aetherium Air,AE,SNN,KSC,2025-12-22 15:12:00,2025-12-22 16:12:00,60,246.65
3778,SkyBridge,SK,KRK,BOJ,2025-08-07 21:45:00,2025-08-07 23:36:00,111,77.79
3779,Aetherium Air,AE,WAW,VNO,2025-07-30 00:39:00,2025-07-30 04:53:00,254,258.84
3780,Aetherium Air,AE,FCO,INN,2025-10-19 04:57:00,2025-10-19 08:19:00,202,267.67
3781,NubeAir,NU,GDN,CLJ,2025-09-28 17:28:00,2025-09-28 21:41:00,253,153.62
3782,CloudJet,CL,STN,LGW,2025-09-06 00:23:00,2025-09-06 04:31:00,248,149.24
3783,SkyBridge,SK,AGP,GOT,2025-07-08 04:16:00,2025-07-08 08:50:00,274,218.61
3784,NubeAir,NU,VIE,VNT,2025-09-08 20:21:00,2025-09-08 21:31:00,70,362.0
3785,EuroWings,EU,BRN,MAD,2025-12-14 17:51:00,2025-12-14 20:38:00,167,257.86
3786,Aetherium Air,AE,BRU,CPH,2025-10-29 07:21:00,2025-10-29 11:27:00,246,353.57
3787,SkyBridge,SK,ZAG,KLV,2025-11-28 16:52:00,2025-11-28 18:40:00,108,109.68
3788,Aetherium Air,AE,FCO,LPX,2025-07-06 18:20:00,2025-07-06 21:54:00,214,182.01
3789,EuroWings,EU,KUN,ATH,2025-07-04 04:57:00,2025-07-04 07:57:00,180,440.21
3790,NubeAir,NU,DUS,NYO,2025-08-10 22:19:00,2025-08-11 02:17:00,238,331.17
3791,EuroWings,EU,MUC,BQT,2025-09-15 21:03:00,2025-09-16 00:42:00,219,443.2
3792,NubeAir,NU,INN,MSQ,2025-09-25 10:47:00,2025-09-25 14:41:00,234,356.14
3793,EuroWings,EU,NYO,LPX,2025-10-27 05:09:00,2025-10-27 07:30:00,141,219.18
3794,EuroWings,EU,DBV,DEB,2025-11-27 07:12:00,2025-11-27 11:55:00,283,242.67
3795,Aetherium Air,AE,MAD,MSQ,2025-11-14 20:03:00,2025-11-14 23:32:00,209,395.38
3796,EuroWings,EU,BUD,KBP,2025-11-09 15:11:00,2025-11-09 16:41:00,90,192.81
3797,Aetherium Air,AE,AEY,BRN,2025-10-31 08:28:00,2025-10-31 12:38:00,250,206.75
3798,Aetherium Air,AE,HER,IEV,2025-11-14 07:57:00,2025-11-14 09:00:00,63,370.45
3799,CloudJet,CL,OTP,CPH,2025-07-22 01:30:00,2025-07-22 02:43:00,73,278.47
3800,Aetherium Air,AE,BRN,GOT,2025-08-16 18:36:00,2025-08-16 22:01:00,205,135.5
3801,CloudJet,CL,LED,TLL,2025-08-02 09:46:00,2025-08-02 12:41:00,175,50.71
3802,Aetherium Air,AE,STN,EIN,2025-11-27 11:30:00,2025-11-27 15:29:00,239,360.4
3803,CloudJet,CL,VNO,BNX,2025-09-08 23:00:00,2025-09-09 02:44:00,224,377.01
3804,EuroWings,EU,VIE,MUC,2025-11-10 03:27:00,2025-11-10 05:04:00,97,73.48
3805,EuroWings,EU,WAW,SJJ,2025-12-20 14:13:00,2025-12-20 17:16:00,183,53.59
3806,EuroWings,EU,KLV,KUN,2025-08-23 07:44:00,2025-08-23 09:00:00,76,94.2
3807,SkyBridge,SK,MAD,ANR,2025-07-19 09:35:00,2025-07-19 11:51:00,136,343.14
3808,NubeAir,NU,LGW,ORK,2025-10-13 12:00:00,2025-10-13 16:19:00,259,414.01
3809,Aetherium Air,AE,VNT,RTM,2025-10-01 10:05:00,2025-10-01 11:20:00,75,139.89
3810,CloudJet,CL,FRA,DUS,2025-10-04 06:09:00,2025-10-04 09:26:00,197,195.8
3811,SkyBridge,SK,LPX,VAR,2025-11-20 16:19:00,2025-11-20 21:05:00,286,367.1
3812,NubeAir,NU,OHD,DME,2025-10-26 07:47:00,2025-10-26 11:12:00,205,74.43
3813,NubeAir,NU,ODS,DUS,2025-10-31 00:35:00,2025-10-31 02:37:00,122,151.55
3814,NubeAir,NU,MAD,LIS,2025-12-29 10:57:00,2025-12-29 14:15:00,198,426.85
3815,NubeAir,NU,IOM,MCM,2025-10-03 16:48:00,2025-10-03 20:37:00,229,93.28
3816,Aetherium Air,AE,PRG,LGW,2025-11-25 14:47:00,2025-11-25 17:46:00,179,471.22
3817,EuroWings,EU,KRK,OUL,2025-12-04 08:27:00,2025-12-04 12:14:00,227,449.8
3818,SkyBridge,SK,ODS,KUN,2025-09-04 03:24:00,2025-09-04 08:01:00,277,57.61
3819,NubeAir,NU,DBV,ARN,2025-07-02 19:21:00,2025-07-02 23:03:00,222,207.44
3820,Aetherium Air,AE,DME,MSQ,2025-08-20 11:37:00,2025-08-20 15:55:00,258,145.49
3821,NubeAir,NU,ARN,KFZ,2025-10-27 21:57:00,2025-10-28 01:58:00,241,274.86
3822,SkyBridge,SK,IOM,BZY,2025-07-27 22:06:00,2025-07-28 00:00:00,114,123.69
3823,SkyBridge,SK,GOT,BCN,2025-12-16 12:10:00,2025-12-16 14:41:00,151,56.14
3824,NubeAir,NU,ORK,GDN,2025-12-15 11:32:00,2025-12-15 13:38:00,126,112.01
3825,NubeAir,NU,RTM,BRU,2025-07-30 17:41:00,2025-07-30 21:00:00,199,383.79
3826,SkyBridge,SK,ZAG,SKG,2025-10-18 22:19:00,2025-10-19 02:01:00,222,179.84
3827,CloudJet,CL,INI,PRG,2025-08-31 23:19:00,2025-09-01 03:29:00,250,128.82
3828,EuroWings,EU,BRU,FRA,2025-10-21 20:37:00,2025-10-22 00:14:00,217,111.32
3829,SkyBridge,SK,OTP,PRG,2025-09-29 18:49:00,2025-09-29 23:23:00,274,89.64
3830,SkyBridge,SK,SOF,OPO,2025-10-09 00:15:00,2025-10-09 02:40:00,145,349.77
3831,CloudJet,CL,PRG,RTM,2025-10-24 10:27:00,2025-10-24 11:37:00,70,326.19
3832,NubeAir,NU,GME,HER,2025-10-20 09:16:00,2025-10-20 13:46:00,270,488.69
3833,CloudJet,CL,MXP,CRL,2025-07-16 06:07:00,2025-07-16 08:29:00,142,351.91
3834,NubeAir,NU,KSC,HEL,2025-07-19 20:51:00,2025-07-19 22:38:00,107,430.3
3835,EuroWings,EU,FAE,SLD,2025-12-11 07:43:00,2025-12-11 11:44:00,241,204.24
3836,SkyBridge,SK,TZL,BQT,2025-09-19 11:28:00,2025-09-19 13:29:00,121,198.98
3837,EuroWings,EU,TIA,FAO,2025-08-06 09:59:00,2025-08-06 11:05:00,66,160.58
3838,Aetherium Air,AE,TAY,BQT,2025-07-26 02:20:00,2025-07-26 04:14:00,114,447.0
3839,CloudJet,CL,CLJ,VCE,2025-08-06 19:41:00,2025-08-06 22:45:00,184,69.13
3840,NubeAir,NU,KUN,GME,2025-11-22 21:55:00,2025-11-22 23:33:00,98,488.49
3841,Aetherium Air,AE,IOM,ZRH,2025-10-07 07:51:00,2025-10-07 10:18:00,147,397.55
3842,NubeAir,NU,LED,SKG,2025-10-25 05:57:00,2025-10-25 09:55:00,238,268.39
3843,CloudJet,CL,BRN,BCN,2025-11-11 09:06:00,2025-11-11 13:29:00,263,436.88
3844,NubeAir,NU,BCN,BLL,2025-08-27 09:07:00,2025-08-27 10:07:00,60,157.1
3845,EuroWings,EU,LED,SOB,2025-07-22 11:11:00,2025-07-22 12:55:00,104,270.16
3846,NubeAir,NU,SLD,DUS,2025-11-26 15:37:00,2025-11-26 20:09:00,272,444.9
3847,NubeAir,NU,VNO,ANR,2025-12-15 00:23:00,2025-12-15 02:51:00,148,326.53
3848,NubeAir,NU,FAE,KSC,2025-09-10 00:46:00,2025-09-10 05:31:00,285,491.46
3849,EuroWings,EU,GCI,ARN,2025-09-19 14:49:00,2025-09-19 18:29:00,220,250.77
3850,NubeAir,NU,BRQ,TGD,2025-09-17 10:39:00,2025-09-17 12:31:00,112,399.51
3851,NubeAir,NU,SNN,AMS,2025-10-01 18:21:00,2025-10-01 23:04:00,283,274.44
3852,SkyBridge,SK,OTP,RKV,2025-10-04 18:49:00,2025-10-04 23:35:00,286,330.75
3853,NubeAir,NU,ZAG,URE,2025-08-07 12:14:00,2025-08-07 15:30:00,196,207.02
3854,NubeAir,NU,MLA,MXP,2025-07-30 10:04:00,2025-07-30 13:15:00,191,297.9
3855,Aetherium Air,AE,BQT,GVA,2025-10-06 18:18:00,2025-10-06 20:07:00,109,484.85
3856,CloudJet,CL,LGW,BRQ,2025-11-20 19:08:00,2025-11-20 20:17:00,69,364.36
3857,Aetherium Air,AE,SOB,SKP,2025-12-28 08:48:00,2025-12-28 11:56:00,188,183.79
3858,CloudJet,CL,AMS,BEG,2025-10-23 07:46:00,2025-10-23 10:04:00,138,322.83
3859,EuroWings,EU,HER,ZAG,2025-10-13 06:16:00,2025-10-13 09:15:00,179,215.1
3860,SkyBridge,SK,WAW,VCE,2025-12-07 15:25:00,2025-12-07 16:58:00,93,237.41
3861,NubeAir,NU,VIE,PLQ,2025-11-01 20:21:00,2025-11-02 00:50:00,269,468.88
3862,Aetherium Air,AE,AAL,TIV,2025-11-20 23:46:00,2025-11-21 03:02:00,196,493.11
3863,NubeAir,NU,BEG,BQT,2025-12-26 13:37:00,2025-12-26 15:46:00,129,107.51
3864,SkyBridge,SK,DME,SLD,2025-11-24 03:37:00,2025-11-24 04:53:00,76,290.45
3865,Aetherium Air,AE,GIB,MBX,2025-07-08 22:27:00,2025-07-08 23:31:00,64,145.77
3866,SkyBridge,SK,AMS,SZG,2025-10-25 10:48:00,2025-10-25 14:45:00,237,175.6
3867,SkyBridge,SK,WAW,IEV,2025-10-27 07:18:00,2025-10-27 09:13:00,115,74.45
3868,CloudJet,CL,BLL,LGW,2025-08-09 08:58:00,2025-08-09 12:50:00,232,144.87
3869,Aetherium Air,AE,SOB,HER,2025-07-09 03:22:00,2025-07-09 06:52:00,210,436.06
3870,Aetherium Air,AE,BUD,MCM,2025-12-07 06:06:00,2025-12-07 07:45:00,99,129.25
3871,CloudJet,CL,HER,POW,2025-10-03 05:38:00,2025-10-03 09:34:00,236,224.41
3872,CloudJet,CL,LUX,BRU,2025-10-31 11:27:00,2025-10-31 14:52:00,205,333.11
3873,NubeAir,NU,INN,LUX,2025-11-21 11:01:00,2025-11-21 13:07:00,126,339.38
3874,SkyBridge,SK,BBU,BRN,2025-08-01 19:54:00,2025-08-01 23:03:00,189,221.29
3875,NubeAir,NU,AGP,SOF,2025-09-07 21:50:00,2025-09-08 00:54:00,184,488.74
3876,EuroWings,EU,AMS,KUN,2025-10-14 00:03:00,2025-10-14 03:48:00,225,380.03
3877,CloudJet,CL,NYO,GME,2025-07-04 11:35:00,2025-07-04 14:40:00,185,485.59
3878,CloudJet,CL,KRK,LHR,2025-09-23 12:34:00,2025-09-23 15:34:00,180,349.69
3879,Aetherium Air,AE,LHR,ATH,2025-09-03 13:52:00,2025-09-03 18:51:00,299,57.63
3880,SkyBridge,SK,LPX,ODS,2025-11-18 06:55:00,2025-11-18 11:23:00,268,168.66
3881,SkyBridge,SK,IEV,EIN,2025-12-12 09:37:00,2025-12-12 12:39:00,182,54.36
3882,CloudJet,CL,BRU,KUN,2025-12-20 13:01:00,2025-12-20 16:21:00,200,346.82
3883,EuroWings,EU,KBP,LUX,2025-09-16 13:06:00,2025-09-16 15:54:00,168,164.51
3884,NubeAir,NU,BRU,MSQ,2025-08-16 14:14:00,2025-08-16 15:39:00,85,237.4
3885,EuroWings,EU,FAE,SOF,2025-12-08 12:24:00,2025-12-08 13:57:00,93,277.0
3886,SkyBridge,SK,LGW,DBV,2025-11-19 18:24:00,2025-11-19 20:24:00,120,96.54
3887,Aetherium Air,AE,KLV,RKV,2025-08-14 01:09:00,2025-08-14 03:33:00,144,327.79
3888,CloudJet,CL,BZY,AMS,2025-10-16 22:06:00,2025-10-17 00:05:00,119,83.84
3889,NubeAir,NU,ODS,SVO,2025-12-26 02:33:00,2025-12-26 04:58:00,145,204.71
3890,NubeAir,NU,OTP,BTS,2025-11-03 20:23:00,2025-11-04 00:14:00,231,160.41
3891,SkyBridge,SK,DME,KRK,2025-09-11 07:08:00,2025-09-11 08:53:00,105,419.0
3892,Aetherium Air,AE,HER,SKG,2025-07-16 21:55:00,2025-07-17 02:40:00,285,435.91
3893,SkyBridge,SK,MLA,SNN,2025-12-17 02:15:00,2025-12-17 05:42:00,207,247.68
3894,SkyBridge,SK,CPH,BUD,2025-08-14 20:14:00,2025-08-14 22:31:00,137,99.38
3895,CloudJet,CL,KUN,LUX,2025-10-01 09:54:00,2025-10-01 13:24:00,210,133.34
3896,SkyBridge,SK,INN,RVN,2025-12-26 11:06:00,2025-12-26 15:06:00,240,173.54
3897,SkyBridge,SK,BBU,AEY,2025-11-05 09:41:00,2025-11-05 11:47:00,126,390.42
3898,CloudJet,CL,MBX,KEF,2025-08-17 14:21:00,2025-08-17 15:44:00,83,392.85
3899,Aetherium Air,AE,FAE,KFZ,2025-12-19 18:14:00,2025-12-19 20:09:00,115,438.77
3900,NubeAir,NU,DEB,BLL,2025-09-12 03:49:00,2025-09-12 06:29:00,160,199.66
3901,Aetherium Air,AE,URE,DUB,2025-11-23 02:27:00,2025-11-23 05:43:00,196,71.0
3902,CloudJet,CL,BNX,INI,2025-10-27 07:10:00,2025-10-27 11:17:00,247,463.54
3903,NubeAir,NU,DME,NYO,2025-09-28 15:54:00,2025-09-28 17:00:00,66,210.18
3904,CloudJet,CL,KLV,SZG,2025-12-29 03:22:00,2025-12-29 06:01:00,159,103.91
3905,CloudJet,CL,PRG,ANR,2025-09-16 06:06:00,2025-09-16 07:59:00,113,136.27
3906,SkyBridge,SK,MLA,TEQ,2025-08-07 13:22:00,2025-08-07 16:58:00,216,136.74
3907,SkyBridge,SK,SVO,KUN,2025-11-28 22:38:00,2025-11-29 03:16:00,278,442.61
3908,Aetherium Air,AE,MLA,GCI,2025-10-09 18:27:00,2025-10-09 22:20:00,233,332.27
3909,SkyBridge,SK,MXP,WAW,2025-10-29 17:24:00,2025-10-29 20:43:00,199,474.57
3910,Aetherium Air,AE,KLV,OHD,2025-09-05 22:03:00,2025-09-05 23:48:00,105,394.3
3911,Aetherium Air,AE,LED,FCO,2025-12-08 11:56:00,2025-12-08 15:22:00,206,468.22
3912,SkyBridge,SK,MCM,AMS,2025-10-28 19:41:00,2025-10-28 20:44:00,63,286.9
3913,Aetherium Air,AE,PRG,TIV,2025-11-10 22:34:00,2025-11-11 02:49:00,255,473.28
3914,CloudJet,CL,ARN,DME,2025-11-19 15:22:00,2025-11-19 16:51:00,89,461.17
3915,NubeAir,NU,ARN,TIV,2025-07-02 10:37:00,2025-07-02 11:56:00,79,455.83
3916,EuroWings,EU,AEY,SLD,2025-10-12 09:01:00,2025-10-12 11:06:00,125,369.29
3917,SkyBridge,SK,BQT,BZY,2025-07-09 11:26:00,2025-07-09 15:19:00,233,60.48
3918,EuroWings,EU,SKG,BUD,2025-11-09 05:08:00,2025-11-09 08:48:00,220,254.12
3919,SkyBridge,SK,HEL,LED,2025-08-11 23:39:00,2025-08-12 03:28:00,229,60.86
3920,SkyBridge,SK,BZY,GVA,2025-09-19 06:15:00,2025-09-19 08:46:00,151,205.37
3921,CloudJet,CL,VCE,RVN,2025-09-15 15:27:00,2025-09-15 19:31:00,244,443.16
3922,NubeAir,NU,GIB,RIX,2025-11-03 07:56:00,2025-11-03 09:25:00,89,246.16
3923,CloudJet,CL,FCO,AMS,2025-11-02 03:02:00,2025-11-02 06:33:00,211,392.0
3924,Aetherium Air,AE,FAE,DME,2025-07-21 14:59:00,2025-07-21 18:19:00,200,279.5
3925,NubeAir,NU,SOB,SJJ,2025-11-06 14:46:00,2025-11-06 16:29:00,103,206.96
3926,Aetherium Air,AE,DEB,BCN,2025-12-14 05:05:00,2025-12-14 09:44:00,279,358.68
3927,CloudJet,CL,MSQ,MBX,2025-09-20 00:01:00,2025-09-20 02:01:00,120,216.96
3928,SkyBridge,SK,OPO,GME,2025-09-26 00:55:00,2025-09-26 02:20:00,85,271.9
3929,NubeAir,NU,ARN,POW,2025-11-19 17:17:00,2025-11-19 22:14:00,297,271.02
3930,SkyBridge,SK,SVO,AMS,2025-08-22 11:39:00,2025-08-22 16:24:00,285,162.12
3931,CloudJet,CL,TZL,LED,2025-11-04 18:45:00,2025-11-04 21:04:00,139,387.72
3932,NubeAir,NU,RIX,RKV,2025-11-20 22:23:00,2025-11-21 00:38:00,135,61.33
3933,CloudJet,CL,ORK,VNO,2025-09-15 13:23:00,2025-09-15 14:57:00,94,473.74
3934,CloudJet,CL,SJJ,MUC,2025-12-01 13:30:00,2025-12-01 17:45:00,255,288.81
3935,Aetherium Air,AE,MBX,FRA,2025-12-01 03:38:00,2025-12-01 08:10:00,272,215.59
3936,EuroWings,EU,TGD,LHR,2025-11-24 22:59:00,2025-11-25 02:08:00,189,161.66
3937,NubeAir,NU,VNT,TEQ,2025-11-16 06:51:00,2025-11-16 08:41:00,110,488.9
3938,SkyBridge,SK,TZL,BNX,2025-10-02 07:10:00,2025-10-02 10:26:00,196,463.92
3939,CloudJet,CL,JER,SZG,2025-08-06 12:41:00,2025-08-06 15:00:00,139,461.81
3940,Aetherium Air,AE,PLQ,GVA,2025-07-11 10:37:00,2025-07-11 12:03:00,86,372.98
3941,EuroWings,EU,LHR,BRN,2025-08-24 20:25:00,2025-08-25 01:03:00,278,345.08
3942,EuroWings,EU,DUB,AGP,2025-10-17 21:30:00,2025-10-18 01:57:00,267,413.35
3943,CloudJet,CL,LPX,MXP,2025-12-23 23:48:00,2025-12-24 03:16:00,208,77.73
3944,NubeAir,NU,AAL,BNX,2025-11-15 16:42:00,2025-11-15 20:09:00,207,85.41
3945,Aetherium Air,AE,DME,LPX,2025-10-20 17:44:00,2025-10-20 21:05:00,201,442.62
3946,EuroWings,EU,AEY,TAY,2025-07-29 16:16:00,2025-07-29 20:32:00,256,251.32
3947,SkyBridge,SK,ORK,VIE,2025-08-24 12:40:00,2025-08-24 15:37:00,177,72.06
3948,NubeAir,NU,BUD,ZRH,2025-07-04 00:32:00,2025-07-04 01:48:00,76,496.34
3949,Aetherium Air,AE,RTM,LPX,2025-08-17 03:54:00,2025-08-17 05:41:00,107,163.76
3950,NubeAir,NU,OHD,VCE,2025-11-03 08:54:00,2025-11-03 11:04:00,130,274.48
3951,Aetherium Air,AE,POW,BRQ,2025-08-29 21:51:00,2025-08-30 00:20:00,149,131.94
3952,NubeAir,NU,BRQ,LGW,2025-09-25 22:43:00,2025-09-26 03:28:00,285,275.32
3953,Aetherium Air,AE,KBP,VNO,2025-09-25 16:44:00,2025-09-25 18:38:00,114,94.98
3954,Aetherium Air,AE,SNN,DME,2025-07-25 03:51:00,2025-07-25 05:27:00,96,232.28
3955,Aetherium Air,AE,LPX,LHR,2025-11-09 14:14:00,2025-11-09 17:32:00,198,472.42
3956,Aetherium Air,AE,SZG,KFZ,2025-09-20 08:30:00,2025-09-20 13:25:00,295,149.53
3957,NubeAir,NU,ZRH,SKP,2025-12-18 12:28:00,2025-12-18 15:49:00,201,371.05
3958,EuroWings,EU,SZG,CPH,2025-09-30 10:42:00,2025-09-30 12:11:00,89,251.35
3959,CloudJet,CL,HER,GIB,2025-08-15 01:34:00,2025-08-15 05:47:00,253,225.27
3960,CloudJet,CL,TGD,BZY,2025-10-17 00:34:00,2025-10-17 04:07:00,213,151.97
3961,NubeAir,NU,SPU,BRQ,2025-09-20 00:25:00,2025-09-20 02:52:00,147,442.33
3962,Aetherium Air,AE,SOF,KFZ,2025-07-13 12:47:00,2025-07-13 17:39:00,292,497.65
3963,SkyBridge,SK,GOT,ACI,2025-10-02 18:09:00,2025-10-02 19:31:00,82,375.35
3964,EuroWings,EU,BZY,KSC,2025-08-31 11:06:00,2025-08-31 12:48:00,102,493.63
3965,CloudJet,CL,LUX,ANR,2025-11-13 21:07:00,2025-11-14 01:21:00,254,201.68
3966,Aetherium Air,AE,TZL,LHR,2025-08-11 08:53:00,2025-08-11 12:44:00,231,263.8
3967,NubeAir,NU,VCE,SVO,2025-08-12 19:29:00,2025-08-12 22:22:00,173,165.29
3968,Aetherium Air,AE,GIB,POW,2025-11-28 08:51:00,2025-11-28 12:01:00,190,418.4
3969,NubeAir,NU,SLD,HER,2025-11-11 08:46:00,2025-11-11 13:22:00,276,128.09
3970,EuroWings,EU,CPH,ODS,2025-10-27 17:28:00,2025-10-27 20:08:00,160,416.77
3971,Aetherium Air,AE,GDN,DUS,2025-10-10 00:18:00,2025-10-10 04:39:00,261,73.08
3972,CloudJet,CL,GCI,IVG,2025-11-11 17:58:00,2025-11-11 19:38:00,100,241.4
3973,CloudJet,CL,LPX,KUN,2025-10-22 18:27:00,2025-10-22 20:05:00,98,498.25
3974,EuroWings,EU,BCN,ODS,2025-07-30 17:11:00,2025-07-30 19:34:00,143,376.03
3975,Aetherium Air,AE,BNX,FCO,2025-08-02 03:59:00,2025-08-02 07:26:00,207,198.47
3976,EuroWings,EU,BTS,STN,2025-10-21 00:35:00,2025-10-21 04:30:00,235,413.3
3977,Aetherium Air,AE,PRG,GVA,2025-09-20 06:00:00,2025-09-20 10:38:00,278,73.68
3978,CloudJet,CL,ODS,FRA,2025-11-28 18:45:00,2025-11-28 21:55:00,190,350.27
3979,Aetherium Air,AE,OHD,DBV,2025-09-02 20:47:00,2025-09-02 23:21:00,154,467.2
3980,Aetherium Air,AE,BZY,BBU,2025-10-26 06:45:00,2025-10-26 11:00:00,255,415.07
3981,EuroWings,EU,BRQ,RTM,2025-07-14 16:19:00,2025-07-14 20:31:00,252,71.94
3982,Aetherium Air,AE,RKV,IVG,2025-11-16 05:07:00,2025-11-16 07:24:00,137,338.0
3983,NubeAir,NU,AAL,LUX,2025-11-11 17:36:00,2025-11-11 19:10:00,94,63.27
3984,EuroWings,EU,NYO,OPO,2025-11-23 13:20:00,2025-11-23 16:53:00,213,202.34
3985,SkyBridge,SK,OTP,MBX,2025-09-21 08:49:00,2025-09-21 12:55:00,246,401.52
3986,SkyBridge,SK,RKV,BQT,2025-11-07 19:36:00,2025-11-07 23:28:00,232,391.79
3987,SkyBridge,SK,BRN,DME,2025-07-26 07:28:00,2025-07-26 10:11:00,163,494.55
3988,NubeAir,NU,ZRH,LIS,2025-08-09 23:04:00,2025-08-10 03:25:00,261,466.41
3989,EuroWings,EU,STN,TIV,2025-11-22 08:39:00,2025-11-22 12:57:00,258,56.92
3990,NubeAir,NU,ARN,INI,2025-08-19 18:33:00,2025-08-19 19:48:00,75,154.7
3991,CloudJet,CL,OTP,CLJ,2025-08-11 03:42:00,2025-08-11 07:58:00,256,124.19
3992,EuroWings,EU,POW,PRN,2025-10-31 02:53:00,2025-10-31 05:29:00,156,166.13
3993,NubeAir,NU,BNX,IOM,2025-11-06 18:00:00,2025-11-06 20:12:00,132,467.59
3994,Aetherium Air,AE,VNT,CRL,2025-11-12 19:51:00,2025-11-12 22:01:00,130,269.69
3995,CloudJet,CL,MCM,ORK,2025-10-17 09:29:00,2025-10-17 11:09:00,100,172.2
3996,CloudJet,CL,EIN,SLD,2025-09-06 22:26:00,2025-09-07 00:44:00,138,293.27
3997,NubeAir,NU,BCN,KSC,2025-12-13 03:22:00,2025-12-13 06:22:00,180,352.38
3998,NubeAir,NU,KUN,SKP,2025-09-11 19:50:00,2025-09-11 22:59:00,189,367.98
3999,NubeAir,NU,NYO,ZAG,2025-09-19 06:39:00,2025-09-19 08:47:00,128,279.12
4000,CloudJet,CL,MAD,FCO,2025-09-26 14:55:00,2025-09-26 16:21:00,86,327.97
4001,Aetherium Air,AE,RMO,CLJ,2025-07-10 21:00:00,2025-07-10 22:02:00,62,306.05
4002,SkyBridge,SK,PRN,AMS,2025-12-23 20:39:00,2025-12-24 00:41:00,242,450.99
4003,CloudJet,CL,HEL,TLL,2025-07-16 12:36:00,2025-07-16 14:14:00,98,198.68
4004,NubeAir,NU,SNN,TLL,2025-11-18 04:24:00,2025-11-18 09:02:00,278,128.08
4005,Aetherium Air,AE,VNO,FCO,2025-07-18 15:33:00,2025-07-18 19:49:00,256,324.61
4006,EuroWings,EU,RTM,AEY,2025-09-11 12:55:00,2025-09-11 16:47:00,232,384.8
4007,SkyBridge,SK,FCO,PRG,2025-11-20 23:35:00,2025-11-21 04:24:00,289,111.32
4008,EuroWings,EU,SOF,BZY,2025-11-05 10:30:00,2025-11-05 14:38:00,248,110.11
4009,CloudJet,CL,LGW,ZAG,2025-11-30 11:02:00,2025-11-30 14:32:00,210,347.28
4010,SkyBridge,SK,GIB,SJJ,2025-12-02 21:56:00,2025-12-02 23:22:00,86,308.43
4011,Aetherium Air,AE,IOM,SKG,2025-09-30 07:18:00,2025-09-30 11:47:00,269,156.02
4012,NubeAir,NU,BOJ,BQT,2025-12-20 01:58:00,2025-12-20 03:04:00,66,233.9
4013,CloudJet,CL,LIS,WAW,2025-08-14 15:22:00,2025-08-14 18:59:00,217,488.08
4014,SkyBridge,SK,TAY,GDN,2025-12-17 00:36:00,2025-12-17 02:10:00,94,150.81
4015,NubeAir,NU,BLL,INN,2025-10-04 00:41:00,2025-10-04 05:13:00,272,255.02
4016,SkyBridge,SK,ARN,LPX,2025-07-14 03:10:00,2025-07-14 04:26:00,76,87.34
4017,Aetherium Air,AE,BEG,BRQ,2025-07-08 18:10:00,2025-07-08 21:42:00,212,309.87
4018,CloudJet,CL,BTS,CRL,2025-09-06 23:53:00,2025-09-07 04:02:00,249,255.05
4019,EuroWings,EU,ATH,LED,2025-07-19 10:52:00,2025-07-19 12:23:00,91,416.97
4020,EuroWings,EU,DME,BZY,2025-08-12 14:56:00,2025-08-12 19:08:00,252,69.23
4021,NubeAir,NU,FAE,VCE,2025-10-11 04:36:00,2025-10-11 07:44:00,188,255.0
4022,SkyBridge,SK,VIE,KSC,2025-12-04 10:56:00,2025-12-04 14:15:00,199,225.63
4023,NubeAir,NU,KEF,DME,2025-08-19 15:03:00,2025-08-19 18:33:00,210,328.94
4024,CloudJet,CL,OPO,ZRH,2025-08-29 21:07:00,2025-08-29 23:55:00,168,320.2
4025,EuroWings,EU,MCM,SKG,2025-10-07 17:53:00,2025-10-07 20:11:00,138,381.8
4026,Aetherium Air,AE,BEG,LUX,2025-11-27 01:35:00,2025-11-27 03:20:00,105,336.84
4027,Aetherium Air,AE,RVN,STN,2025-08-23 21:22:00,2025-08-23 22:44:00,82,411.24
4028,Aetherium Air,AE,ANR,TGD,2025-09-18 09:45:00,2025-09-18 13:33:00,228,466.38
4029,Aetherium Air,AE,INI,KRK,2025-10-07 17:45:00,2025-10-07 22:34:00,289,276.26
4030,Aetherium Air,AE,BRU,OHD,2025-11-24 11:51:00,2025-11-24 14:00:00,129,335.53
4031,SkyBridge,SK,SVO,AAL,2025-10-10 08:08:00,2025-10-10 10:40:00,152,422.81
4032,CloudJet,CL,AMS,KEF,2025-11-02 14:58:00,2025-11-02 18:20:00,202,144.56
4033,SkyBridge,SK,TIA,SPU,2025-10-05 13:56:00,2025-10-05 18:45:00,289,277.82
4034,CloudJet,CL,TAY,ARN,2025-11-13 20:43:00,2025-11-14 01:33:00,290,497.94
4035,EuroWings,EU,AAL,BRU,2025-11-08 06:36:00,2025-11-08 09:03:00,147,139.32
4036,EuroWings,EU,VNO,RTM,2025-09-21 02:25:00,2025-09-21 05:39:00,194,473.57
4037,SkyBridge,SK,GIB,DME,2025-07-17 04:08:00,2025-07-17 06:39:00,151,497.87
